代码	名称	涨幅%%	换手%%	细分行业	股东人数	人均持股	流通股本	总股本(万)	现价	上市日期	今开	最高	最低	昨收	市盈(动)	总金额	量比	未分利润	地区	总量	振幅%%	均价	内盘	外盘	内外比	
600526	菲达环保	-3.70	          2.52	专用设备	33913.00	          4128	      14000.00	      20344.47	14.31	20020722	14.86	14.98	14.05	14.86	   122.13	50683292	  1.67	19344.57	浙江	35348	 6.26	14.34	20522	14826	  1.38	
600846	同济科技	-3.70	          4.70	综合	90396.00	          6911	      62476.14	      62476.14	5.21	19940311	5.31	5.53	5.05	5.41	    39.08	156944560	  1.89	48091.35	上海	293914	 8.87	5.34	157446	136468	  1.15	
600891	秋林集团	-3.69	          0.95	零售	24378.00	         10913	      26604.61	      32552.89	6.00	19960325	6.24	6.70	5.88	6.23	    31.56	15755088	  1.92	11109.25	黑龙江	25283	13.16	6.23	14046	11237	  1.25	
300017	网宿科技	-3.68	          2.75	网络服务	8285.00	         11863	       9828.40	      15421.42	34.00	20091030	35.00	35.01	33.15	35.30	    60.58	91971408	  1.24	21494.19	上海	27002	 5.27	34.06	15825	11177	  1.42	
600642	申能股份	-3.68	          0.34	电力	249635.00	         18235	     455203.84	     455203.84	3.93	19930416	4.07	4.07	3.91	4.08	     9.26	62269272	  2.45	327181.41	上海	156118	 3.92	3.99	78662	77456	  1.02	
000539	粤电力Ａ	-3.68	          0.58	电力	114468.00	         17377	     198915.67	     437523.66	4.98	19931126	5.14	5.18	4.95	5.17	    13.72	57994180	  1.60	329614.06	广东	115653	 4.45	5.01	64976	50677	  1.28	
600094	大名城	-3.67	          3.74	房地产开发	61238.00	          3256	      19937.80	     151155.69	4.99	19970703	5.19	5.43	4.96	5.18	    27.87	39022044	  2.48	28839.20	上海	74536	 9.07	5.24	35220	39316	  0.90	
600397	安源煤业	-3.66	          1.35	煤炭开采	28516.00	         22631	      64533.30	      98995.97	4.47	20020702	4.60	4.60	4.18	4.64	    27.91	38481912	  1.54	55572.75	江西	87379	 9.05	4.40	46792	40587	  1.15	
000428	华天酒店	-3.66	          0.55	酒店	42681.00	         16844	      71892.60	      71892.60	4.21	19960808	4.35	4.39	4.14	4.37	    33.18	16785436	  0.98	70922.01	湖南	39292	 5.72	4.27	28493	10799	  2.64	
601933	永辉超市	-3.66	          1.04	零售	12714.00	         77715	      98806.95	     153580.00	11.06	20101215	11.52	11.55	10.80	11.48	    15.39	114922936	  1.22	151942.47	福建	102883	 6.53	11.17	64585	38298	  1.69	
600350	山东高速	-3.65	          0.10	高速公路	97978.00	         34332	     336380.00	     481116.59	2.90	20020318	2.99	3.00	2.87	3.01	     8.00	9389453	  1.89	688066.56	山东	32203	 4.32	2.92	20903	11300	  1.85	
300050	世纪鼎利	-3.65	          3.87	通信设备	10234.00	          8374	       8570.04	      21600.00	9.50	20100120	9.90	10.22	9.23	9.86	   372.98	32453612	  1.59	28332.95	广东	33140	10.04	9.79	18087	15053	  1.20	
002297	博云新材	-3.65	          2.47	非汽车交运	30067.00	          4684	      14083.00	      21400.00	12.15	20090929	12.61	12.88	11.65	12.61	   479.33	42970556	  1.38	10856.98	湖南	34765	 9.75	12.36	20751	14014	  1.48	
600548	深高速	-3.64	          0.12	高速公路	34105.00	         42025	     143327.03	     218077.03	2.91	20011225	3.01	3.03	2.88	3.02	     9.23	4842578	  1.37	274227.84	深圳	16488	 4.97	2.94	11522	4966	  2.32	
002557	洽洽食品	-3.64	          1.18	食品加工	20489.00	          4124	       8450.00	      33800.00	18.26	20110302	18.85	18.85	17.80	18.95	    26.32	17984900	  1.06	47671.61	安徽	9930	 5.54	18.11	6525	3405	  1.92	
002312	三泰电子	-3.64	          5.36	计算机设备	11331.00	         10798	      12235.00	      18671.94	13.50	20091203	13.94	14.23	13.41	14.01	--  	91273680	  1.13	21532.35	四川	65564	 5.85	13.92	33716	31848	  1.06	
601006	大秦铁路	-3.64	          0.36	铁路运输	222448.00	         66833	    1486679.13	    1486679.13	5.83	20060801	6.04	6.10	5.82	6.05	     6.35	318967424	  2.23	2742600.75	山西	537736	 4.63	5.93	228609	309127	  0.74	
002602	世纪华通	-3.62	          1.22	汽车部件	17050.00	          7390	      12600.00	      26250.00	6.65	20110728	6.95	6.95	6.51	6.90	    22.85	10390920	  2.46	40602.80	浙江	15324	 6.38	6.78	6953	8371	  0.83	
300033	同花顺	-3.61	          1.93	计算机应用	13065.00	          4705	       6146.66	      13440.00	15.75	20091225	16.34	16.34	15.01	16.34	   111.42	18503130	  2.06	21762.72	浙江	11853	 8.14	15.61	7988	3865	  2.07	
002665	首航节能	-3.59	          4.19	电气设备	13861.00	          8651	      11991.00	      26670.00	23.91	20120327	24.96	25.45	23.00	24.80	  1181.50	122690104	  0.98	27219.20	北京	50220	 9.88	24.43	31947	18273	  1.75	
002423	中原特钢	-3.58	          1.78	通用机械	26993.00	         17246	      46551.00	      46551.00	10.22	20100603	10.48	10.63	9.85	10.60	--  	84500944	  0.80	46171.65	河南	82686	 7.36	10.22	49966	32720	  1.53	
600746	江苏索普	-3.58	          2.86	化学制品	23059.00	         13212	      30466.08	      30642.14	5.93	19960918	6.05	6.32	5.80	6.15	--  	53267104	  0.74	21.43	江苏	87241	 8.46	6.11	47533	39708	  1.20	
300310	宜通世纪	-3.56	          4.44	通信设备	8913.00	          4937	       4400.00	      17600.00	11.65	20120425	12.09	12.46	11.30	12.08	    35.46	23518170	  2.03	16091.42	广东	19526	 9.60	12.04	10036	9490	  1.06	
300109	新开源	-3.55	          0.93	化学制品	6505.00	         10470	       6810.87	      11520.00	7.60	20100825	7.89	7.96	7.58	7.88	    44.59	4897388	  1.47	6097.35	河南	6350	 4.82	7.71	4209	2141	  1.97	
002032	苏 泊 尔	-3.54	          0.38	白色家电	9707.00	         35404	      34366.53	      63497.71	11.71	20040817	12.14	12.39	11.01	12.14	    11.75	15235030	  1.56	185768.88	浙江	13113	11.37	11.62	6087	7026	  0.87	
000538	云南白药	-3.53	          0.45	中药	19994.00	         34723	      69424.35	      69426.64	83.70	19931215	86.40	86.87	82.91	86.76	    38.73	268759552	  1.73	503760.09	云南	31513	 4.56	85.28	15296	16217	  0.94	
600438	通威股份	-3.51	          0.49	饲料	60365.00	         11389	      68752.00	      68752.00	5.22	20040302	5.35	5.38	5.15	5.41	--  	17535702	  1.45	57220.45	四川	33497	 4.25	5.23	24834	8663	  2.87	
600485	中创信测	-3.51	          1.56	通信设备	18757.00	          7388	      13858.59	      13858.59	7.70	20030807	7.98	8.05	7.19	7.98	--  	16597759	  1.34	13603.67	北京	21591	10.78	7.69	12224	9367	  1.31	
300239	东宝生物	-3.50	          3.30	生物制品	17280.00	          6855	      11845.70	      19754.80	8.54	20110706	8.96	9.08	8.12	8.85	    27.98	34065812	  1.44	10573.43	内蒙	39091	10.85	8.71	21699	17392	  1.25	
002004	华邦颖泰	-3.50	          0.92	化学制品	18869.00	         16940	      31964.97	      56805.28	13.50	20040625	13.80	14.02	13.25	13.99	    30.77	40353644	  0.89	120896.31	重庆	29406	 5.50	13.72	18152	11254	  1.61	
601288	农业银行	-3.50	          0.68	银行	310468.00	         82361	    2557058.75	   32479412.00	2.48	20100715	2.57	2.58	2.47	2.57	     4.28	436416736	  2.11	25515200.00	北京	1746314	 4.28	2.50	751882	994432	  0.76	
600640	号百控股	-3.50	          1.65	旅游综合	34947.00	          5906	      20640.63	      53536.44	8.00	19930407	8.20	8.22	7.71	8.29	    49.17	27178766	  1.79	25049.99	上海	34030	 6.15	7.99	16099	17931	  0.90	
600674	川投能源	-3.50	          0.71	电力	62106.00	         31763	     197266.92	     197266.92	9.66	19930924	9.93	10.03	9.29	10.01	    21.64	135945888	  1.13	161582.17	四川	140109	 7.39	9.70	69741	70368	  0.99	
300139	福星晓程	-3.49	          1.96	半导体	6269.00	          6667	       4179.45	      10960.00	21.54	20101112	22.10	22.28	21.40	22.32	    33.57	17817562	  1.03	27413.54	北京	8188	 3.94	21.76	5935	2253	  2.63	
002262	恩华药业	-3.49	          0.79	化学制药	6381.00	         42987	      27430.30	      32760.00	22.15	20080723	23.05	23.05	21.09	22.95	    47.54	47411724	  1.84	39249.35	江苏	21587	 8.54	21.96	13491	8096	  1.67	
002453	天马精化	-3.48	          3.41	化学制品	12584.00	          9473	      11921.28	      28565.00	9.70	20100720	10.11	10.36	9.61	10.05	    49.64	40845756	  1.41	23422.25	江苏	40653	 7.46	10.05	24543	16110	  1.52	
600850	华东电脑	-3.48	          0.70	计算机设备	11129.00	         15368	      17103.15	      32174.49	21.11	19940324	21.87	21.88	20.50	21.87	   105.56	25329016	  1.06	83879.00	上海	11986	 6.31	21.13	6886	5100	  1.35	
002203	海亮股份	-3.46	          0.98	有色金属	30466.00	         23677	      72132.85	      77401.82	7.53	20080116	7.75	8.01	7.35	7.80	    23.87	54546776	  2.00	106679.52	浙江	70493	 8.46	7.74	37303	33190	  1.12	
002186	全 聚 德	-3.44	          0.45	餐饮	21440.00	         13064	      28009.88	      28312.00	14.32	20071120	14.80	14.95	14.13	14.83	    27.06	18375534	  1.28	32186.95	北京	12640	 5.53	14.54	8572	4068	  2.11	
000958	*ST东热	-3.43	          3.30	电力	26170.00	          7517	      19670.96	      29948.50	4.22	19991223	4.45	4.46	4.15	4.37	    10.35	28316888	  1.15	-167628.25	河北	64857	 7.09	4.37	32960	31897	  1.03	
002223	鱼跃医疗	-3.43	          0.45	医疗器械	16522.00	         29103	      48083.89	      53160.64	18.60	20080418	19.15	19.15	18.06	19.26	    32.29	40330844	  0.74	70092.75	江苏	21650	 5.66	18.63	13173	8477	  1.55	
002294	信立泰	-3.43	          1.29	化学制药	16233.00	         17679	      28698.32	      65376.00	28.75	20090910	29.98	30.00	28.35	29.77	    23.27	107570928	  0.78	139959.17	深圳	36923	 5.54	29.13	20238	16685	  1.21	
000536	华映科技	-3.42	          1.18	光学光电子	12418.00	         13861	      17212.49	      70049.35	23.69	19931126	24.55	24.55	22.08	24.53	    54.18	46726872	  1.34	100012.08	福建	20267	10.07	23.05	11323	8944	  1.27	
600018	上港集团	-3.42	          0.05	港口	355640.00	         59023	    2099080.00	    2275518.00	2.54	20061026	2.65	2.65	2.50	2.63	    14.18	26856160	  1.64	1538589.88	上海	104508	 5.70	2.57	69921	34587	  2.02	
002324	普利特	-3.42	          3.06	塑料	13684.00	         11220	      15353.51	      27000.00	17.50	20091218	18.19	18.50	16.92	18.12	    27.27	83428216	  1.06	41443.30	上海	46907	 8.72	17.79	25788	21119	  1.22	
000952	广济药业	-3.41	          2.48	化学制药	58209.00	          4324	      25167.98	      25170.55	6.79	19991112	7.00	7.25	6.51	7.03	--  	43707204	  1.13	31031.73	湖北	62450	10.53	7.00	35887	26563	  1.35	
002188	新 嘉 联	-3.41	          1.58	电子制造	14811.00	          8234	      12195.91	      15600.00	7.65	20071122	7.91	7.99	7.58	7.92	--  	14920302	  1.46	3051.90	浙江	19237	 5.18	7.76	12763	6474	  1.97	
000591	桐 君 阁	-3.41	          1.65	医药商业	26282.00	         10449	      27463.09	      27463.09	7.37	19960208	7.58	7.82	7.21	7.63	    66.49	34308800	  1.38	6568.90	重庆	45356	 7.99	7.56	23366	21990	  1.06	
002022	科华生物	-3.38	          1.82	生物制品	52208.00	          8374	      43716.55	      49227.75	14.01	20040721	14.39	14.39	13.50	14.50	    26.42	111298096	  1.95	43645.11	上海	79644	 6.14	13.97	39957	39687	  1.01	
002216	三全食品	-3.38	          0.49	食品加工	5305.00	         51967	      27568.42	      40210.87	14.31	20080220	14.70	14.70	13.85	14.81	    26.40	19405132	  1.09	63731.31	河南	13559	 5.74	14.31	8117	5442	  1.49	
300322	硕贝德	-3.37	          5.26	通信设备	3680.00	         12115	       4458.41	       9334.50	19.80	20120608	20.25	20.56	19.16	20.49	   110.43	46725424	  1.05	8199.65	广东	23459	 6.83	19.92	13686	9773	  1.40	
600410	华胜天成	-3.36	          1.55	计算机应用	66710.00	          9555	      63744.55	      64827.91	6.32	20040427	6.52	6.54	5.95	6.54	    32.68	61903676	  1.35	93665.45	北京	98811	 9.02	6.26	58563	40248	  1.46	
600731	湖南海利	-3.36	          1.97	化学制品	30125.00	          8483	      25553.83	      25631.41	6.90	19960802	7.03	7.24	6.78	7.14	   255.04	35058360	  0.90	-12857.47	湖南	50361	 6.44	6.96	28505	21856	  1.30	
300074	华平股份	-3.35	          4.34	计算机应用	7709.00	         16276	      12547.15	      22000.00	17.30	20100427	17.93	18.18	16.68	17.90	   108.04	96108512	  0.87	19549.70	上海	54482	 8.38	17.64	33008	21474	  1.54	
300118	东方日升	-3.35	          6.03	电气设备	22856.00	         12201	      27885.50	      56000.00	5.48	20100902	5.67	5.86	5.30	5.67	   100.64	95027784	  1.23	-17897.10	浙江	168043	 9.88	5.65	96536	71507	  1.35	
002273	水晶光电	-3.35	          2.54	光学光电子	9666.00	         34741	      33580.87	      37535.01	17.60	20080919	18.18	18.85	17.10	18.21	    71.10	155267712	  0.83	36069.70	浙江	85364	 9.61	18.19	45602	39762	  1.15	
002497	雅化集团	-3.35	          2.74	化学制品	11163.00	         10750	      12000.00	      48000.00	10.39	20101109	10.70	11.06	10.35	10.75	    36.94	35266064	  0.84	49510.35	四川	32843	 6.60	10.74	15844	16999	  0.93	
600797	浙大网新	-3.35	          2.05	计算机应用	118623.00	          6927	      82171.20	      83931.35	4.91	19970418	5.03	5.06	4.72	5.08	    84.91	83089408	  0.90	63057.01	浙江	168565	 6.69	4.93	97168	71397	  1.36	
002558	世纪游轮	-3.34	          3.77	旅游综合	7308.00	          2064	       1508.71	       5950.00	25.15	20110302	25.99	26.10	24.67	26.02	--  	14460784	  0.85	10566.08	重庆	5688	 5.50	25.42	3212	2476	  1.30	
002356	浩宁达	-3.31	          0.35	电气设备	7304.00	         10953	       8000.00	       8000.00	18.99	20100209	19.57	19.57	18.39	19.64	   644.60	5241221	  0.72	12509.16	深圳	2765	 6.01	18.95	1907	858	  2.22	
002003	伟星股份	-3.30	          0.74	纺织制造	20347.00	         10979	      22338.13	      25898.80	8.20	20040625	8.55	8.55	8.01	8.48	--  	13607884	  1.92	49696.59	浙江	16592	 6.37	8.20	7373	9219	  0.80	
000916	华北高速	-3.28	          0.21	高速公路	71934.00	         12794	      92032.36	     109000.00	2.65	19990927	2.74	2.74	2.63	2.74	    21.90	5194290	  1.53	90606.01	北京	19409	 4.01	2.68	14617	4792	  3.05	
000063	中兴通讯	-3.27	          1.81	通信设备	131495.00	         21288	     279923.19	     344007.81	11.52	19971118	12.22	12.59	11.20	11.91	    48.33	602193984	  1.47	791001.81	深圳	507212	11.67	11.87	257901	249311	  1.03	
002412	汉森制药	-3.27	          0.39	中药	9719.00	         14634	      14222.50	      14800.00	20.12	20100525	20.69	20.70	19.70	20.80	    29.47	11087350	  0.96	22236.85	湖南	5522	 4.81	20.08	3057	2465	  1.24	
002275	桂林三金	-3.27	          0.26	中药	16580.00	         31320	      51928.23	      59020.00	15.10	20090710	15.58	15.68	14.50	15.61	    30.95	20653782	  1.05	67980.05	广西	13640	 7.56	15.14	7179	6461	  1.11	
601336	新华保险	-3.26	          2.57	保险	25605.00	         42983	     110058.07	     311954.66	24.00	20111216	24.48	24.73	23.38	24.81	    12.78	680504320	  2.04	824900.00	北京	282404	 5.44	24.10	146402	136002	  1.08	
300337	银邦股份	-3.25	          4.50	有色金属	8048.00	          5815	       4680.00	      18680.00	25.90	20120718	26.50	27.39	24.50	26.77	    62.71	54625544	  0.71	23240.17	江苏	21062	10.80	25.94	11945	9117	  1.31	
300055	万邦达	-3.25	          1.53	水务	13410.00	         12569	      16855.55	      22880.00	33.09	20100226	33.61	34.30	32.00	34.20	    95.98	85585088	  1.01	21865.75	北京	25724	 6.73	33.27	14783	10941	  1.35	
002571	德力股份	-3.24	          1.53	家用轻工	8882.00	         16258	      14440.00	      34040.00	13.74	20110412	14.28	14.28	12.81	14.20	    41.21	30200246	  1.06	19968.55	安徽	22052	10.35	13.69	12095	9957	  1.21	
600031	三一重工	-3.23	          0.54	专用设备	508371.00	         14291	     726529.25	     761650.38	7.48	20030703	7.75	7.83	7.23	7.73	     9.06	300096800	  1.69	1493100.25	湖南	393634	 7.76	7.62	188608	205026	  0.92	
002014	永新股份	-3.23	          0.69	包装印刷	17494.00	         15722	      27503.72	      32575.84	8.98	20040708	9.21	9.27	8.91	9.28	    16.74	17058102	  1.58	43160.20	安徽	18948	 3.88	9.00	10880	8068	  1.35	
300240	飞力达	-3.23	          2.85	物流	7994.00	          9615	       7686.52	      16752.00	9.59	20110706	9.98	10.23	9.11	9.91	    36.82	21511860	  1.09	30310.40	江苏	21911	11.30	9.82	13787	8124	  1.70	
300241	瑞丰光电	-3.23	          6.11	光学光电子	4085.00	         19723	       8056.99	      21623.00	12.00	20110712	12.35	12.35	11.60	12.40	    75.82	59307472	  0.62	10963.25	深圳	49188	 6.05	12.06	31338	17850	  1.76	
000729	燕京啤酒	-3.22	          0.68	饮料制造	81828.00	         30529	     249811.45	     280735.69	5.71	19970716	5.88	5.96	5.70	5.90	    88.09	99268072	  1.09	284916.16	北京	169613	 4.41	5.85	88785	80828	  1.10	
002647	宏磊股份	-3.21	          3.35	金属制品	22667.00	          2611	       5919.08	      16891.00	7.23	20111228	7.46	7.50	7.20	7.47	    26.51	14625372	  2.58	24345.82	浙江	19846	 4.02	7.37	12494	7352	  1.70	
300097	智云股份	-3.21	          4.26	通用机械	4323.00	          5640	       2438.04	       6000.00	16.89	20100728	17.45	17.45	16.30	17.45	   273.68	17460710	  0.75	7364.52	辽宁	10386	 6.59	16.81	4742	5644	  0.84	
600151	航天机电	-3.21	          1.52	电气设备	123667.00	          7742	      95747.47	     125017.99	7.55	19980605	7.77	8.01	7.22	7.80	    47.67	111315008	  0.87	-63612.70	上海	145521	10.13	7.65	71662	73859	  0.97	
002038	双鹭药业	-3.18	          0.93	生物制品	9183.00	         40839	      37502.89	      45684.00	53.60	20040909	55.36	55.36	52.40	55.36	    47.44	188013696	  1.33	158090.27	北京	35015	 5.35	53.69	19535	15480	  1.26	
002475	立讯精密	-3.15	          1.14	电子制造	3558.00	         38777	      13797.00	      54747.00	21.21	20100915	21.85	21.85	20.71	21.90	    63.95	33612820	  1.13	64732.95	深圳	15756	 5.21	21.33	12294	3462	  3.55	
002530	丰东股份	-3.15	          0.49	通用机械	14547.00	         11304	      16444.00	      26800.00	5.23	20101231	5.36	5.36	5.03	5.40	    34.35	4190496	  1.59	12233.58	江苏	7994	 6.11	5.24	5239	2755	  1.90	
002583	海能达	-3.15	          1.78	通信设备	9488.00	         10480	       9943.29	      27800.00	19.40	20110527	19.84	20.20	18.80	20.03	--  	34532316	  1.05	24466.40	深圳	17693	 6.99	19.52	9189	8504	  1.08	
600887	伊利股份	-3.14	          1.40	食品加工	33796.00	         46973	     158749.63	     202482.19	30.53	19960312	31.54	32.10	30.38	31.52	    31.72	692254144	  0.73	369617.38	内蒙	222434	 5.46	31.12	127633	94801	  1.35	
002271	东方雨虹	-3.14	          1.16	建筑材料	25384.00	          7899	      20051.75	      34352.00	17.60	20080910	18.10	18.30	17.01	18.17	   485.21	41416152	  1.07	44239.90	北京	23359	 7.10	17.73	15010	8349	  1.80	
002080	中材科技	-3.12	          3.41	化工新材料	25468.00	          6164	      15698.63	      40000.00	14.90	20061120	15.45	15.55	13.84	15.38	  1596.66	78309328	  1.45	51118.35	江苏	53555	11.12	14.62	34973	18582	  1.88	
600814	杭州解百	-3.07	          0.71	零售	36985.00	          8392	      31038.30	      31038.30	6.00	19940114	6.18	6.23	5.88	6.19	    15.09	13121299	  1.83	36530.50	浙江	21965	 5.65	5.97	16823	5142	  3.27	
002313	日海通讯	-3.07	          2.71	通信设备	11048.00	         16562	      18297.50	      31885.09	14.86	20091203	15.46	15.84	14.74	15.33	    45.30	76196240	  1.14	46211.50	深圳	49578	 7.18	15.37	25655	23923	  1.07	
600584	长电科技	-3.06	          1.78	半导体	153549.00	          5556	      85313.35	      85313.35	5.70	20030603	5.84	5.92	5.57	5.88	  1069.32	86813584	  1.32	53277.13	江苏	151989	 5.95	5.71	91357	60632	  1.51	
300092	科新机电	-3.06	          3.50	通用机械	6735.00	          3577	       2409.41	       9100.00	9.51	20100708	9.86	9.86	9.20	9.81	--  	8035720	  1.95	9212.57	四川	8440	 6.73	9.52	3856	4584	  0.84	
601988	中国银行	-3.05	          0.03	银行	1032372.00	        189394	   19552508.00	   27914734.00	2.54	20060705	2.62	2.62	2.53	2.62	     4.45	137908016	  1.41	28250598.00	北京	537752	 3.44	2.56	306183	231569	  1.32	
002063	远光软件	-3.05	          0.67	计算机应用	12283.00	         28980	      35595.55	      46175.48	14.63	20060823	15.09	15.09	14.05	15.09	    35.04	34647616	  0.80	57085.26	广东	23697	 6.89	14.62	15953	7744	  2.06	
002370	亚太药业	-3.05	          2.18	化学制药	13861.00	          6141	       8511.90	      20400.00	12.09	20100316	12.46	12.47	11.52	12.47	--  	22184882	  1.51	12055.92	浙江	18530	 7.62	11.97	9144	9386	  0.97	
002661	克明面业	-3.03	          2.03	食品加工	4214.00	          4964	       2092.00	       8308.00	26.55	20120316	27.25	27.44	26.10	27.38	    28.07	11373308	  0.98	19418.05	湖南	4238	 4.89	26.84	2820	1418	  1.99	
600832	东方明珠	-3.03	          0.70	传媒	202733.00	         15717	     318633.50	     318633.50	5.76	19940224	5.94	6.05	5.69	5.94	    32.74	130638152	  0.84	164860.13	上海	224158	 6.06	5.83	126666	97492	  1.30	
600658	电子城	-3.02	          1.83	园区开发	24741.00	         23447	      58009.73	      58009.73	9.30	19930524	9.80	10.09	9.08	9.59	     4.65	102894376	  2.04	123685.85	北京	106367	10.53	9.67	56717	49650	  1.14	
300075	数字政通	-3.01	          1.56	计算机应用	4764.00	         15551	       7408.58	      12600.00	27.75	20100427	28.38	28.45	27.33	28.61	   277.40	32328402	  0.78	15726.90	北京	11585	 3.91	27.90	5973	5612	  1.06	
000726	鲁  泰Ａ	-3.00	          1.78	纺织制造	105702.00	          5269	      55693.37	     100889.47	8.73	20001225	8.96	9.19	8.39	9.00	    11.43	87683528	  1.20	292174.56	山东	98994	 8.89	8.86	51096	47898	  1.07	
000546	光华控股	-3.00	          1.07	房地产开发	17663.00	          8279	      14623.80	      16950.65	5.83	19931215	6.01	6.05	5.77	6.01	--  	9248188	  1.98	-13814.90	吉林	15706	 4.66	5.89	11673	4033	  2.89	
300026	红日药业	-2.99	          2.24	化学制药	8533.00	         20787	      17737.88	      37397.23	33.43	20091030	34.45	34.46	32.00	34.46	    51.16	131611032	  1.34	55951.38	天津	39668	 7.14	33.18	23894	15774	  1.51	
601398	工商银行	-2.99	          0.03	银行	922026.00	        285077	   26284858.00	   34964264.00	3.90	20061027	4.03	4.03	3.87	4.02	     4.96	344836000	  2.08	44108000.00	北京	880418	 3.98	3.92	329544	550874	  0.60	
600570	恒生电子	-2.98	          0.76	计算机应用	16336.00	         37819	      61780.51	      61780.51	12.03	20031216	12.35	12.49	11.67	12.40	    47.05	56053208	  0.93	59507.40	浙江	46658	 6.61	12.01	24935	21723	  1.15	
002702	腾新食品	-2.97	          5.47	食品加工	9830.00	          3601	       3540.00	      14140.00	13.73	20121011	14.25	14.46	13.20	14.15	    25.21	27341172	  1.47	23006.15	福建	19377	 8.90	14.11	12201	7176	  1.70	
601126	四方股份	-2.96	          1.53	电气设备	13686.00	         10817	      14804.65	      40659.50	14.11	20101231	14.50	14.64	13.90	14.54	    98.51	32403316	  0.97	64668.01	北京	22601	 5.09	14.34	13417	9184	  1.46	
600863	内蒙华电	-2.95	          1.25	电力	71223.00	         16468	     117293.53	     258122.00	5.92	19940520	6.09	6.10	5.81	6.10	    24.01	86791240	  1.23	222527.77	内蒙	146264	 4.75	5.93	80770	65494	  1.23	
600773	西藏城投	-2.95	          3.51	房地产开发	37958.00	         14217	      53963.89	      57570.50	11.53	19961108	11.88	12.19	11.15	11.88	    62.29	222494080	  1.08	54776.55	西藏	189530	 8.75	11.74	101537	87993	  1.15	
601939	建设银行	-2.94	          0.50	银行	822665.00	         11662	     959365.75	   25001098.00	3.96	20070925	4.09	4.09	3.94	4.08	     4.15	191655584	  1.27	45025300.00	北京	479891	 3.68	3.99	240565	239326	  1.01	
002405	四维图新	-2.94	          5.77	计算机应用	47790.00	         13264	      63389.71	      69159.67	13.87	20100518	14.20	14.60	13.34	14.29	    59.02	515848896	  0.86	56522.71	北京	365486	 8.82	14.11	189633	175853	  1.08	
300212	易华录	-2.94	          2.31	计算机应用	4276.00	         32684	      13975.70	      26800.00	27.74	20110505	28.78	28.79	26.67	28.58	   144.42	89898648	  1.68	20177.17	北京	32339	 7.42	27.80	21630	10709	  2.02	
000561	烽火电子	-2.93	          2.07	通信设备	35332.00	          7496	      26483.24	      59584.46	5.96	19940509	6.08	6.19	5.70	6.14	--  	32971054	  0.78	19044.07	陕西	54932	 7.98	6.00	34293	20639	  1.66	
600597	光明乳业	-2.91	          0.49	食品加工	31283.00	         33390	     104453.50	     122459.77	14.00	20020828	14.38	14.50	13.84	14.42	    87.06	71939896	  0.95	82664.40	上海	50687	 4.58	14.19	27765	22922	  1.21	
000568	泸州老窖	-2.91	          0.68	饮料制造	86063.00	         16235	     139726.27	     139826.84	24.04	19940509	24.77	25.17	23.66	24.76	     7.35	233380816	  1.27	734783.13	四川	95668	 6.10	24.39	51326	44342	  1.16	
300010	立思辰	-2.91	         12.58	计算机应用	11647.00	         12795	      14902.13	      26086.73	8.69	20091030	8.79	9.18	8.18	8.95	   103.36	166013216	  1.29	16080.09	北京	187498	11.17	8.85	90594	96904	  0.93	
600519	贵州茅台	-2.90	          0.39	饮料制造	68539.00	         15147	     103818.00	     103818.00	185.62	20010827	191.61	192.00	185.18	191.17	    13.41	765344896	  1.35	3229317.25	贵州	40807	 3.57	187.55	21802	19005	  1.15	
002035	华帝股份	-2.90	          1.12	白色家电	21086.00	         11115	      23437.93	      28763.33	9.39	20040901	9.67	9.68	8.83	9.67	    19.95	24260226	  1.14	29831.13	广东	26154	 8.79	9.28	11979	14175	  0.85	
002232	启明信息	-2.88	          0.85	计算机应用	35660.00	         10804	      38525.30	      40854.83	6.08	20080509	6.26	6.28	5.68	6.26	   595.22	19550026	  1.36	27750.91	吉林	32579	 9.58	6.00	19189	13390	  1.43	
601116	三江购物	-2.86	          1.71	零售	19056.00	          3149	       6000.00	      41075.87	8.14	20110302	8.38	8.46	8.02	8.38	    15.25	8461569	  1.86	41771.25	浙江	10249	 5.25	8.26	6182	4067	  1.52	
002448	中原内配	-2.86	          1.80	汽车部件	14452.00	          3917	       5661.16	      11762.04	25.50	20100716	26.25	26.64	25.09	26.25	    17.95	26569746	  1.22	48588.08	河南	10210	 5.90	26.02	6097	4113	  1.48	
000848	承德露露	-2.85	          0.98	饮料制造	21636.00	         18548	      40131.32	      40146.16	21.47	19971113	22.14	22.14	20.50	22.10	    11.63	83716408	  1.49	40406.36	河北	39232	 7.42	21.34	22523	16709	  1.35	
002344	海宁皮城	-2.84	          0.53	零售	8777.00	        115352	     101244.36	     112000.00	17.78	20100126	18.30	18.30	17.10	18.30	    25.17	95858824	  1.16	141491.47	浙江	53893	 6.56	17.79	27547	26346	  1.05	
002306	湘鄂情	-2.84	          2.90	餐饮	39921.00	          7673	      30631.90	      40000.00	6.51	20091111	6.81	7.13	6.42	6.70	--  	60563536	  2.13	9901.72	北京	88749	10.60	6.82	49339	39410	  1.25	
300294	博雅生物	-2.83	         10.57	生物制品	8671.00	          3677	       3188.44	       7580.00	42.27	20120308	43.78	44.86	40.43	43.50	    47.28	143785408	  0.92	15056.70	江西	33695	10.18	42.67	18377	15318	  1.20	
